brand,model,year,mileage_km,city,price,price_type,transmission,body_color,inside_color,body_status,engine_liter,link
رنو,رنو، کولیوس,2015,145000,گرگان,4200000000.0,lumpsum,اتوماتیک,سفید,کرم,دو درب رنگ,2.5,https://bama.ir/car/detail-zjm63kpd-renault-koleos-2015
برلیانس,برلیانس، H330,2017,150000,تهران / جنت‌آباد مرکزی,1300000000.0,lumpsum,دنده ای,نقره ای,مشکی,یک لکه رنگ,1.5,https://bama.ir/car/detail-3px9supz-brilliance-h330-mt-1396
شاهین,شاهین، G دنده ای,2023,65000,تهران / امیریه,1760000000.0,lumpsum,دنده ای,سفید,-,خط و خش جزئی,1.5,https://bama.ir/car/detail-bc4yg7wa-shahin-g-1402
مزدا,مزدا، 323,2003,180000,تهران / سهروردی,1500000000.0,lumpsum,دنده ای,نقره ای,خاکستری,دو لکه رنگ,1.6,https://bama.ir/car/detail-2euhw4a5-mazda-323-mt-1382
پژو,پژو، پارس,2014,317000,تهران / نازی‌آباد,1050000000.0,lumpsum,دنده ای,سفید,بژ,یک لکه رنگ,1.8,https://bama.ir/car/detail-xwk8rlgm-peugeot-pars-mt-1393
ام وی ام,ام وی ام، 110,2009,205000,تهران / کرمان,370000000.0,lumpsum,دنده ای,مشکی,خاکستری,خط و خش جزئی,1.1,https://bama.ir/car/detail-r8rpdhva-mvm-110-4cylindermt-1388
دنا,دنا، پلاس EF7,2021,77500,تهران / استاد معین,1980000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-0wbjs7lc-dena-plus-turboautomatic-1400
سمند,سمند، سورن,2025,33000,کرمانشاه,1480000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,1.8,https://bama.ir/car/detail-crtqzbw0-samand-soren-plusxu7p-1404
تارا,تارا، دنده ای V1 پلاس,2026,0,قزوین,2100000000.0,lumpsum,دنده ای,خاکی,-,بدون رنگ,1.6,https://bama.ir/car/detail-8qkrgsdb-tara-v1p-6mt-1405
نیسان,نیسان، پاترول چهار در,1987,120000,تهران / لویزان,2200000000.0,lumpsum,دنده ای,سفید,سفید,کامل رنگ,4.0,https://bama.ir/car/detail-8jmwptrb-nissan-patrol4doorir-6cylinder-1366
ساینا,ساینا، S,2025,17000,کرج / ساماندهی,1155000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-uomqta1k-saina-manuals-mtgas-1404
نیسان,نیسان، پاترول دو در,1992,400000,شهریار,1600000000.0,lumpsum,دنده ای,مشکی,قرمز,کامل رنگ,2.4,https://bama.ir/car/detail-4tmciegu-nissan-patrol2doorir-1371
پژو,پژو، 207,2026,0,تبریز,2175000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-h4qk76df-peugeot-207-manualpanoramatu5p-1405
چری,چری، تیگو 5,2016,120000,کرج / شهرک اوج,2190000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-dtu05zhh-chery-tiggo5-atexcellent-1395
سمند,سمند، سورن,2026,0,تهران / گرگان,1650000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-ejiwpat6-samand-soren-plusxu7p-1405
نیسان,نیسان، پاترول چهار در,1987,120000,تهران / لویزان,2200000000.0,lumpsum,دنده ای,سفید,سفید,کامل رنگ,4.0,https://bama.ir/car/detail-t68inmig-nissan-patrol4doorir-6cylinder-1366
هیوندای,هیوندای، سانتافه,2015,120000,تهران / صادقیه,5690000000.0,lumpsum,اتوماتیک,سفید,مارون,بدون رنگ,2.4,https://bama.ir/car/detail-obt9b2md-hyundai-santafeix45-2400cc-2015
رنو,رنو، ساندرو,2017,110000,تهران / مرزداران,2100000000.0,lumpsum,اتوماتیک,سفید,خاکستری,بدون رنگ,1.6,https://bama.ir/car/detail-lrqqaop2-renault-sandero-at-1396
پژو,پژو، 405,2018,250000,سیرجان,1250000000.0,lumpsum,دنده ای,سفید صدفی,کرم,دو لکه رنگ,1.6,https://bama.ir/car/detail-zq0rd5kf-peugeot-405-slx-1397
تارا,تارا، دنده ای V1 پلاس,2023,54000,اصفهان / آبشار,1800000000.0,lumpsum,دنده ای,نوک مدادی,-,بدون رنگ,1.6,https://bama.ir/car/detail-hptawipn-tara-v1p-6mt-1402
بی وای دی,بی وای دی، چین ال DMi,2025,0,تهران / پاسداران,7800000000.0,lumpsum,اتوماتیک,سفید صدفی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-fplhre8b-byd-qinl-1.5literturbo-2025
ب ام و,ب ام و، سری 2 گرن کوپه,2025,0,تهران / عباس‌آباد,15100000000.0,lumpsum,اتوماتیک,سفید,قهوه ای,بدون رنگ,2.0,https://bama.ir/car/detail-ail82k5o-bmw-2seriesgrancoupe-225l-2025
پراید,پراید، 151,2025,0,ایلام,1130000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.3,https://bama.ir/car/detail-svrxerti-pride-151-gx-1404
دنا,دنا، پلاس EF7,2023,40000,ری,2150000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,1.7,https://bama.ir/car/detail-akiwbert-dena-plus-turbo6mt-1402
نیسان,نیسان، پاترول دو در,1994,100000,تهران / آرژانتین,1350000000.0,lumpsum,دنده ای,مشکی,-,خط و خش جزئی,2.4,https://bama.ir/car/detail-rdegqoq7-nissan-patrol2doorir-1373
کی ام سی,کی ام سی، T9,2024,15000,اراک,5900000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-xssuokuh-kmc-t9-2literturbo-1403
تارا,تارا، اتوماتیک V2,2023,73000,قم / باجک (19 دی),2350000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-htru1wox-tara-automatic-1402
رنو,رنو، تالیسمان,2017,79000,شمیرانات,6390000000.0,lumpsum,اتوماتیک,نقره ای,نقره ای,بدون رنگ,1.6,https://bama.ir/car/detail-hueidyxc-renault-talisman-e3-2017
دنا,دنا، معمولی,2017,148000,کرج / فردیس,1260000000.0,lumpsum,دنده ای,نوک مدادی,خاکستری,دو لکه رنگ,1.7,https://bama.ir/car/detail-fkhoqs3v-dena-1.7-1396
هیوندای,هیوندای، سانتافه,2017,0,تهران / پاسداران,12000000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.4,https://bama.ir/car/detail-0wg7t1kp-hyundai-santafeix45-2400cc-2017
رنو,رنو، ساندرو استپ وی,2018,79000,زاهدان,2950000000.0,lumpsum,اتوماتیک,سفید,خاکستری,بدون رنگ,1.6,https://bama.ir/car/detail-g0xiqa3d-renault-sanderostepway-at-1397
پژو,پژو، پارس,2019,154000,تهران / پاسداران,1255000000.0,lumpsum,دنده ای,خاکستری,-,بدون رنگ,1.8,https://bama.ir/car/detail-4roi3xpv-peugeot-pars-mt-1398
سمند,سمند، LX,2008,210000,اهواز / گلستان,800000000.0,lumpsum,دنده ای,سرمه ای,کرم,بدون رنگ,1.7,https://bama.ir/car/detail-v7jhamsu-samand-lx-ef7-1387
دنا,دنا، پلاس EF7,2022,7500,تهران / تهرانپارس غربی,2250000000.0,lumpsum,اتوماتیک,تیتانیوم,-,بدون رنگ,1.7,https://bama.ir/car/detail-7rp2nxua-dena-plus-turboautomatic-1401
ام وی ام,ام وی ام، X33 کراس,2024,34600,شیراز / آبیاری,2450000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.0,https://bama.ir/car/detail-lrbt0fym-mvm-x33cross-at-1403
آریسان,آریسان، 2,2024,35000,تهران / شهرک آزادی,1360000000.0,lumpsum,دنده ای,خاکستری,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-japclf3p-arisun-2-1403
تویوتا,تویوتا، لوین,2023,9000,یزد,5150000000.0,lumpsum,اتوماتیک,سفید صدفی,مشکی,بدون رنگ,1.2,https://bama.ir/car/detail-hpgamfzl-toyota-levin-1.2literturbo-2023
پژو,پژو، 405,2020,91000,لاهیجان,1540000000.0,lumpsum,دنده ای,سفید,بژ,بدون رنگ,1.6,https://bama.ir/car/detail-xkg5cwwd-peugeot-405-slx-1399
ام وی ام,ام وی ام، X33 S,2016,90000,مشهد / بلوار سجاد,2020000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-7yokrbkn-mvm-x33s-atsport-1395
ب ام و,ب ام و، سری 2 گرن کوپه,2025,0,تهران / زعفرانیه,12200000000.0,lumpsum,اتوماتیک,خاکستری,مارون,بدون رنگ,2.0,https://bama.ir/car/detail-m3moierc-bmw-2seriesgrancoupe-225l-2025
کیا,کیا، سورنتو,2009,182000,تهران / ازگل,4200000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,3.3,https://bama.ir/car/detail-vg4u7rqo-kia-sorento-6cylinder-2009
جک,جک، جی 5,2014,180000,کرج / 350 متری,1700000000.0,lumpsum,اتوماتیک,سفید,-,دو لکه رنگ,1.8,https://bama.ir/car/detail-ib2psuja-jac-j5-at-1393
سمند,سمند، سورن,2026,0,تهران / تهرانپارس شرقی,1645000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-0qlw3ey5-samand-soren-plusxu7p-1405
کارا,کارا، تک کابین,2023,0,ورامین,2760000000.0,lumpsum,دنده ای,سفید,طوسی,بدون رنگ,2.0,https://bama.ir/car/detail-sxgzmmro-cara-2door-2.0liter-1402
سمند,سمند، LX,2017,156000,تهران / قصر فیروزه 1,1100000000.0,lumpsum,دنده ای,سفید,-,خط و خش جزئی,1.7,https://bama.ir/car/detail-l9tsgbvm-samand-lx-ef7-1396
پژو,پژو، 207,2018,189000,شیراز / فرهنگ شهر,1650000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-jh60cwus-peugeot-207-at-1397
پژو,پژو، 207,2022,95000,تهران / یوسف‌آباد,1910000000.0,lumpsum,اتوماتیک,سفید,-,یک لکه رنگ,1.6,https://bama.ir/car/detail-q7vck54y-peugeot-207-automaticmc-1401
سمند,سمند، LX,2009,257000,دیزیچه لنجان,825000000.0,lumpsum,دنده ای,سفید,کرم,بدون رنگ,1.8,https://bama.ir/car/detail-gzcqmdwy-samand-lx-basic-1388
تیبا,تیبا، هاچ بک,2021,78000,رباط کریم,910000000.0,lumpsum,دنده ای,سفید,نوک مدادی,بدون رنگ,1.5,https://bama.ir/car/detail-mmrgdepa-tiba-hatchback-ex-1400
پژو,پژو، پارس,2015,2800000,زرین شهر,11500000.0,lumpsum,دنده ای,سفید,کرم,بدون رنگ,1.8,https://bama.ir/car/detail-2jeu9vbp-peugeot-pars-cng-1394
آریسان,آریسان، 2,2025,30000,ری,1350000000.0,lumpsum,دنده ای,خاکستری,-,بدون رنگ,1.8,https://bama.ir/car/detail-hzabp2ca-arisun-2-1404
پژو,پژو، 206,2011,160000,تهران / تجریش,650000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-8i3h2ckw-peugeot-206ir-type5-1390
تارا,تارا، دنده ای V1 پلاس,2025,23000,تهران / لویزان,2100000000.0,lumpsum,دنده ای,خاکستری,-,بدون رنگ,1.6,https://bama.ir/car/detail-2umhjf5y-tara-v1p-6mt-1404
نیسان,نیسان، پیکاپ دو کابین,2002,600000,تهران / شهرک امید,1920000000.0,lumpsum,دنده ای,یشمی,-,دور رنگ,2.4,https://bama.ir/car/detail-ptvlunjg-nissan-pickupir2cab-1381
پژو,پژو، 206,2006,400000,تهران / زنجان,610000000.0,lumpsum,دنده ای,خاکستری,طوسی,کاپوت تعویض,1.4,https://bama.ir/car/detail-mepij0w3-peugeot-206ir-type2-1385
نیسان,نیسان، پاترول دو در,1997,444444,ساری,1180000000.0,lumpsum,دنده ای,سرمه ای,آبی,صافکاری بدون رنگ,2.4,https://bama.ir/car/detail-km75wcsv-nissan-patrol2doorir-1376
پراید,پراید، 151,2022,140000,سمنان,1000000000.0,lumpsum,دنده ای,سفید,خاکستری,بدون رنگ,1.3,https://bama.ir/car/detail-d3boao6z-pride-151-se-1401
پراید,پراید، 131,2017,250000,اهواز / رسالت,650000000.0,lumpsum,دنده ای,سفید,-,یک لکه رنگ,1.3,https://bama.ir/car/detail-2d5vwyop-pride-131-se-1396
پژو,پژو، پارس,2013,160000,کرمان,1200000000.0,lumpsum,دنده ای,سفید,-,یک لکه رنگ,1.8,https://bama.ir/car/detail-uzpoxv5t-peugeot-pars-cng-1392
رنو,رنو، تندر 90,2015,170000,تهران / شهران شمالی,1580000000.0,lumpsum,اتوماتیک,سفید,خاکستری,صافکاری بدون رنگ,1.6,https://bama.ir/car/detail-jmrdj0yv-renault-tondar90-at-1394
پژو,پژو، 206,2017,120000,بابل,1110000000.0,lumpsum,دنده ای,سفید,مشکی,یک درب رنگ,1.4,https://bama.ir/car/detail-myse6d23-peugeot-206ir-type2-1396
تارا,تارا، اتوماتیک V4,2026,0,تهران / پونک,2550000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-pklwtzfg-tara-automaticv4-lx-1405
رانا,رانا، پلاس,2022,35000,تهران / حکیمیه,1410000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-axxkehqq-runna-plus-tu5-1401
جک,جک، جی 4,2024,19000,تهران / سعادت‌آباد,1870000000.0,lumpsum,اتوماتیک,مشکی,-,گلگیر تعویض,1.5,https://bama.ir/car/detail-akrjatcc-jac-j4-1403
لکسوس,لکسوس، RX,2012,170000,تهران / آرژانتین,10950000000.0,lumpsum,اتوماتیک,سفید,-,دو درب رنگ,3.5,https://bama.ir/car/detail-7tnd1ymv-lexus-rx-350-2012
زامیاد,زامیاد، وانت نیسان,2019,196000,شهریار,1350000000.0,lumpsum,دنده ای,آبی,-,یک لکه رنگ,2.4,https://bama.ir/car/detail-5iw6p40p-zamyad-pickup-cng-1398
مزدا,مزدا، 3 نیو صندوق دار,2016,100000,بابل,4300000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-4upwowrl-mazda-3sedan-2.0ltype4-1395
هیوندای,هیوندای، سانتافه,2016,185000,رشت,6700000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.4,https://bama.ir/car/detail-d5uknbgt-hyundai-santafeix45-2400cc-2016
سانگ یانگ (KGM),سانگ یانگ (KGM)، رکستون (مونتاژ),2022,35000,شیراز / ارم,12000000000.0,lumpsum,اتوماتیک,بژ,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-q4y5oerb-ssangyong-rextonir-emperor-1401
کی ام سی,حواله کی ام سی، SR3,2026,0,تنکابن,2890000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-xn1ef57h-kmc-sr3-1.6liter-1405
رنو,رنو، ساندرو,2015,175000,تهران / آبشار,2035000000.0,lumpsum,دنده ای,سفید,-,یک لکه رنگ,1.6,https://bama.ir/car/detail-xmlesk4h-renault-sandero-mt-1394
پژو,پژو، پارس,2016,104000,تهران / 17 شهریور,1450000000.0,lumpsum,دنده ای,سفید,سفید,بدون رنگ,1.9,https://bama.ir/car/detail-i0q57g4v-peugeot-pars-elxxum-1395
پژو,پژو، پارس,2016,109000,اسلام شهر,1250000000.0,lumpsum,دنده ای,سفید,کرم,دو لکه رنگ,1.8,https://bama.ir/car/detail-mayx2ear-peugeot-pars-mt-1395
آریسان,آریسان، 2,2024,39000,گرگان,1290000000.0,lumpsum,دنده ای,مشکی,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-avxmjzwk-arisun-2-1403
دنا,دنا، پلاس EF7,2023,13000,سمنان,2320000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.7,https://bama.ir/car/detail-it6t7lpp-dena-plus-turbo6mt-1402
ام وی ام,ام وی ام، X33 کراس,2024,0,تهران / نیاوران,3390000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.0,https://bama.ir/car/detail-rcokglfm-mvm-x33cross-at-1403
رانا,رانا، پلاس,2025,5500,مشهد / قاسم‌آباد (شهرک غرب),1610000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-bc2s1mae-runna-plus-tu5plus-1404
کی ام سی,کی ام سی، J7,2025,0,تهران / باغ فیض,4500000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-n9zdxhle-kmc-j7-1404
پژو,پژو، 207,2023,22800,تهران / سعادت‌آباد,2297000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-god3dca5-peugeot-207-attu5p-1402
ساینا,ساینا، S,2026,0,تهران / تسلیحات,1400000000.0,lumpsum,دنده ای,سفید,طوسی,بدون رنگ,1.5,https://bama.ir/car/detail-8qiucw4a-saina-manuals-mtgas-1405
ام وی ام,ام وی ام، 110,2011,220000,کرج / اصفهانی‌ها,560000000.0,lumpsum,دنده ای,آلبالویی,-,خط و خش جزئی,1.1,https://bama.ir/car/detail-zjg1r7cv-mvm-110-4cylindermt-1390
پژو,پژو، 2008,2018,93000,تهران / شریعتی,3350000000.0,lumpsum,اتوماتیک,مشکی,مشکی,یک لکه رنگ,1.6,https://bama.ir/car/detail-vvqcieas-peugeot-2008-1397
زامیاد,زامیاد، وانت نیسان,1998,375000,تهران / نازی‌آباد,880000000.0,lumpsum,دنده ای,آبی,کرم,بدون رنگ,2.4,https://bama.ir/car/detail-erbalm3s-zamyad-pickup-gas-1377
پژو,پژو، 206 SD,2007,115000,تهران / میرداماد,980000000.0,lumpsum,دنده ای,نقره ای,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-z3mydopr-peugeot-206sd-v8-1386
ام وی ام,ام وی ام، X22 PRO,2024,16000,قائم شهر,2250000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-khfzltay-mvm-x22pro-mt-1403
میتسوبیشی,میتسوبیشی، ASX,2015,132800,اهواز / کوی مهدیس,4100000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-dcvjbrq8-mitsubishi-asx-midline-2015
پژو,پژو، 207,2017,193000,تهران / ارم,1480000000.0,lumpsum,اتوماتیک,مشکی,-,خط و خش جزئی,1.6,https://bama.ir/car/detail-gpmglo6i-peugeot-207-at-1396
فیدلیتی,فیدلیتی، پرستیژ,2023,39000,اصفهان,5280000000.0,lumpsum,اتوماتیک,مشکی,شتری,بدون رنگ,1.6,https://bama.ir/car/detail-98txom4i-fidelity-prestige-7seater-1402
ب ام و,ب ام و، سری 2 گرن کوپه,2025,0,تهران / لویزان,15000000000.0,lumpsum,اتوماتیک,کربن بلک,قرمز,بدون رنگ,2.0,https://bama.ir/car/detail-a0iczfxz-bmw-2seriesgrancoupe-225l-2025
شاهین,شاهین، G دنده ای,2023,50000,کرج / 350 متری,1710000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-cpsrhr10-shahin-g-1402
پژو,پژو، 207,2023,22800,تهران / سعادت‌آباد,2297000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-hozki4z5-peugeot-207-attu5p-1402
